9025.json	FALSE	Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.	"corrections-and-updates,history,legal-issues,supreme-court"	ted-cruz	Senator	Texas	republican	36	33	15	19	8	a speech at the CPAC conference
9251.json	mostly-true	Up to 45 percent of illegal immigrants are not people that physically crossed the southern border or northern border. They are visa overstayers.	immigration	julian-castro	"Mayor, San Antonio"	Texas	democrat	0	0	3	3	0	a debate over immigration issues with state Sen. Dan Patrick
1640.json	FALSE	Charlie Crist "worked with Acorn" to give felons voting rights.	civil-rights	marco-rubio	U.S. Senator	Florida	republican	33	24	32	35	5	a U.S. Senate primary debate on FOX News Sunday
5894.json	FALSE	On support for gay marriage.	"civil-rights,families,gays-and-lesbians,marriage"	barack-obama	President	Illinois	democrat	70	71	160	163	9	a TV interview
5690.json	TRUE	Republicans in Congress refuse to list a single tax loophole they are willing to close.	"federal-budget,taxes"	barack-obama	President	Illinois	democrat	70	71	160	163	9	remarks to the Newspaper Association of America
9430.json	TRUE	"Right now, America has $1.1 trillion of student debt. Thats more than credit card debt."	"debt,education,message-machine-2014"	mark-warner	U.S. Senator	Virginia	democrat	3	1	6	3	0	a speech.
11358.json	mostly-true	Twenty-six men named William have been elected to statewide office and only seven women have had the honor.	"elections,women"	ruths-list-florida			organization	0	0	0	1	0	an email to voters
10866.json	FALSE	Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.	"crime,elections,guns"	facebook-posts	Social media posting		none	14	18	15	11	36	a Facebook post
2495.json	mostly-true	"Twice as much (federal) money is going back to Hawaii, Virginia and Alaska than is coming home to Oregon."	federal-budget	jim-huffman	Lewis & Clark Law School professor	Oregon	republican	0	1	0	1	0	a press release
3200.json	TRUE	"If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years."	federal-budget	johnny-isakson	U.S. Senator	Georgia	republican	2	3	3	2	0	a speech
5414.json	FALSE	You cant put a gun rack in a [Chevrolet] Volt.	"energy,environment,guns"	newt-gingrich	Co-host on CNN's "Crossfire"	Georgia	republican	16	15	20	10	11	a campaign speech in Cobb County
7293.json	TRUE	The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance.	health-care	ron-desantis	member of Congress	Florida	republican	0	0	0	1	0	an interview on Fox News
4586.json	TRUE	Our government right now. . . (is) spending 40 percent more than what we take in.	"federal-budget,new-hampshire-2012"	michele-bachmann	Congresswoman	Minnesota	republican	8	22	6	4	16	Republican presidential primary debate
5443.json	FALSE	The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce	"economy,jobs"	newt-gingrich	Co-host on CNN's "Crossfire"	Georgia	republican	16	15	20	10	11	a radio interview
10784.json	mostly-true	"If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid."	"health-care,medicaid,state-budget"	steve-crisafulli			republican	0	0	1	1	0	an op-ed in the Tampa Bay Times
13471.json	mostly-true	California has seen a 56 percent decline in the gun murder rate since the 1990s.	"crime,elections,guns"	gavin-newsom	California Lt. Governor	California	democrat	1	0	1	1	0	a press conference.
11938.json	FALSE	Drug overdoses are now the second-most common cause of death in New Hampshire.	"drugs,states"	maggie-hassan	Candidate for governor	New Hampshire	democrat	1	2	2	4	0	her State of the State speech 
6866.json	FALSE	"Congressman Cicilline, when he was the mayor of Providence, espoused a sanctuary city."	immigration	brendan-doherty		Rhode Island	republican	1	2	1	1	0	a TV interview
9595.json	FALSE	Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes.	medicaid	mark-sickles	State delegate	Virginia	democrat	0	1	0	0	0	a speech.
4146.json	TRUE	[L]ess than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.	transportation	mike-bodker	"Mayor, Johns Creek"		republican	0	0	0	0	0	a newspaper article
13520.json	mostly-true	More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all.	"homeland-security,immigration"	blog-posting			none	7	19	3	5	44	an MRCTV post
3510.json	mostly-true	"Says Chris Abele, opponent in Milwaukee County executive race, failed to finish 3 separate colleges, dropping out all 3 times."	"candidates-biography,education"	jeff-stone	"Member of State Assembly, 82nd District"	Wisconsin	republican	1	0	0	1	0	a campaign flier
662.json	FALSE	"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'"	foreign-policy	john-mccain	U.S. senator	Arizona	republican	31	39	31	37	8	a TV ad
5721.json	FALSE	"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws."	immigration	charlie-gonzalez	U.S. House member	Texas	democrat	0	1	1	0	0	a conference call
1017.json	FALSE	On releasing photographs depicting the abuse of prisoners.	"human-rights,legal-issues,terrorism,transparency"	barack-obama	President	Illinois	democrat	70	71	160	163	9	legal filings
9602.json	FALSE	Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.	"elections,ethics,gays-and-lesbians,guns,legal-issues,marriage"	brad-schimel			republican	0	2	1	0	0	a fund-raising email
10296.json	FALSE	The pass rate for a high school level test to join the military is 35 to 40 percent.	"education,military"	jeb-bush		Florida	republican	17	5	17	24	2	a Wall Street Journal CEO Council event
229.json	TRUE	We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.	poverty	chris-dodd	U.S. senator	Connecticut	democrat	0	0	3	3	0	"debate in Johnston, Iowa"
10497.json	mostly-true	Borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade.	"debt,state-budget,state-finances"	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	his budget speech
8851.json	FALSE	"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics."	"job-accomplishments,jobs"	brett-hulsey			democrat	1	3	0	0	0	a radio interview
1542.json	TRUE	We are now seeing a decrease in violent crime.	crime	charlie-crist		Florida	democrat	15	9	20	19	2	the State of the State address
3180.json	TRUE	Israels per capita income is greater than probably three-fourths of the rest of the world.	"economy,foreign-policy,israel"	rand-paul	Candidate for U.S. Senate and physician	Kentucky	republican	7	8	10	12	3	an interview with ABC News
10854.json	TRUE	"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines."	"public-safety,transportation"	russell-mcmurry		Georgia	none	0	0	0	0	0	news reports
11830.json	FALSE	More businesses are closing than opening in Virginia today.	"corporations,economy,small-business"	ed-gillespie	Republican strategist	"Washington, D.C."	republican	2	3	2	2	1	a Facebook post.
440.json	TRUE	Obama served on a board with former Weather Underground member William Ayers and "that relationship with Mr. Ayers on this board continued after 9/11."	candidates-biography	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	Democratic debate in Philadephia
6931.json	TRUE	Says Obama broke his promise to offer a comprehensive immigration bill in his first year.	immigration	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	the second presidential debate
6533.json	mostly-true	"For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years."	"federal-budget,poverty,social-security,taxes,wealth"	sheldon-whitehouse	U.S. Senator	Rhode Island	democrat	2	3	2	7	0	a news release
9820.json	mostly-true	Police in the United States are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since 1993.	"criminal-justice,foreign-policy,legal-issues"	facebook-posts	Social media posting		none	14	18	15	11	36	a meme on social media
1454.json	TRUE	"We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses."	"stimulus,taxes"	david-axelrod			democrat	2	1	6	7	0	NBC's "Meet the Press"
11273.json	FALSE	Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.	"foreign-policy,israel"	donald-trump	President-Elect	New York	republican	63	114	51	37	61	an interview
7846.json	mostly-true	Wisconsin has one of the most progressive tax codes in the country.	"income,jobs,taxes"	dale-kooyenga	State Representative	Wisconsin	republican	1	1	2	2	0	an opinion piece
3209.json	TRUE	Texas added more jobs in 2010 than any other state.	jobs	rick-perry	Governor	Texas	republican	30	30	42	23	18	a speech
12097.json	FALSE	"In the primary election, a right-wing group spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley."	campaign-finance	joanne-kloppenburg	State Appeals Court judge	Wisconsin	none	2	1	0	2	1	a website posting
6464.json	FALSE	"(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations."	"federal-budget,health-care,medicare,social-security"	david-cicilline	mayor of Providence	Rhode Island	democrat	7	4	5	4	1	a campaign flier
8553.json	FALSE	Our national debt is as low as it has been since World War II.	"debt,federal-budget"	goldie-taylor	MSNBC contributor	Georgia	democrat	0	1	0	0	0	an interview with Al Sharpton on MSNBC's "PoliticsNation"
9961.json	TRUE	Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.	"economy,government-efficiency,government-regulation,market-regulation,small-business"	catherine-taylor	business owner	Rhode Island	republican	0	1	0	0	0	a TV interview
2545.json	FALSE	Debbie Jackow unlike her opponent ...WILL NOT de-fund the 20/20 land program.	"county-budget,environment"	debbie-jackow	Clinical laboratory scientist for Lee Memorial Health System.		none	0	1	0	0	0	a campaign mailer
12079.json	TRUE	Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.	"history,supreme-court"	mike-honda	U.S. House of Representatives	California	democrat	0	0	0	0	0	a column posted on Medium
2264.json	FALSE	Property taxes are now 18% higher than when(Mark Sharpe)first took office.	taxes	josh-burgin	Hillsborough County commission candidate	Florida	republican	0	1	0	0	0	in a mailer.
9749.json	TRUE	The minimum number of infrastructure (needs) in Atlanta is $900 million.	city-government	kasim-reed			democrat	1	0	5	7	1	press conference
13483.json	mostly-true	Says Donald Trump said he intends to open up additional areas off the coast to oil drilling during the campaign.	environment	bill-nelson		Florida	democrat	3	1	8	10	0	a Senate floor speech
10982.json	mostly-true	"Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel."	"crime,criminal-justice,guns"	barack-obama	President	Illinois	democrat	70	71	160	163	9	a tweet
11221.json	mostly-true	"The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout."	elections	bruce-elfant	"Constable, Travis County, Precinct 5"	Texas	democrat	0	0	0	1	0	"an interview with Dick Ellis, KOKE FM, Austin"
6096.json	mostly-true	"In 2011, NJ economy ranked 47th--at the bottom with Alabama, Mississippi Wyoming. Under Christie, NJ is falling behind."	economy	lou-greenwald	State Assemblyman	New Jersey	democrat	0	1	1	2	2	a tweet
11931.json	TRUE	"Theres never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days."	"bipartisanship,congress,history,legal-issues,supreme-court"	richard-blumenthal	U.S. Senator	Connecticut	democrat	0	0	0	0	0	an appearance on MSNBC's Hardball
3213.json	mostly-true	"Oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance."	health-care	peter-defazio	U.S. representative	Oregon	democrat	1	1	1	2	0	a press release
12801.json	TRUE	Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.	"guns,polls"	chris-murphy	U.S. House of Representatives	Connecticut	democrat	0	0	0	0	0	a speech at the Democratic National Convention in Philadelphia
2230.json	mostly-true	"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States."	trade	kevin-brady	U.S. House member	Texas	republican	1	0	0	1	0	a U.S. House floor speech
3410.json	FALSE	A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.	"energy,environment,market-regulation"	fred-upton	U.S. Representative	Michigan	republican	0	1	0	0	0	a letter to fellow Members of Congress
10572.json	FALSE	"The measles vaccine has killed 108 people in the last decade, while no one has died of measles."	"health-care,public-health"	naturalnewscom			none	0	1	0	0	0	a story making the rounds on social media
10867.json	mostly-true	"For our next two years in my state, we will end with a structural surplus of $499 million."	"education,state-budget,state-finances"	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a speech
7402.json	FALSE	In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.	"state-budget,taxes,transportation"	grover-norquist	"President, Americans for Tax Reform"		republican	0	3	0	2	1	a radio interview.
6101.json	mostly-true	Virginia women earnonly 79 cents to each dollar earned by men...	"women,workers"	tim-kaine	U.S. Senator	Virginia	democrat	8	3	15	15	0	a fundraising letter.
11422.json	mostly-true	Every other major country has family paid leave.	"families,women,workers"	bernie-s	U.S. Senator	Vermont	independent	18	12	22	41	0	the CNN Democratic presidential debate in Las Vegas
3903.json	FALSE	The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.	"deficit,federal-budget,medicare,social-security"	scott-rigell	U.S. Congressman	Virginia	republican	2	2	0	1	0	a newsletter.
4066.json	mostly-true	"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life."	"health-care,state-budget"	herb-conaway	New Jersey Assemblyman	New Jersey	democrat	0	0	0	1	0	a rally at the Statehouse
2972.json	mostly-true	"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common."	elections	ellen-freidin	Campaign chair of Fair Districts Florida	Florida	newsmaker	0	0	0	1	0	comments at the launch of the NoLabels.org website.
11127.json	TRUE	The majority of the Hispanic population and the growth (of the population) is U.S.-born.	immigration	jose-diaz-balart			none	0	0	1	0	0	a pundit panel segment on "Meet the Press"
956.json	FALSE	No Bridge to Nowhere could occur.	federal-budget	charles-schumer	Senator	New York	democrat	2	2	2	3	0	a TV interview
6852.json	TRUE	"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state."	"health-care,women"	robert-menendez	U.S. Senator	New Jersey	democrat	1	3	1	3	0	a debate on NJTV
13022.json	FALSE	Food stamps have gone up two-and-a-half times under Barack Obama.	"federal-budget,poverty"	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	an interview on CNN's "State of the Union"
10051.json	FALSE	"In the 38 Studios deal, Wall Street investors took a risk, and went bust."	"bankruptcy,debt,economy,history,job-accomplishments,message-machine-2014,campaign-advertising,state-budget,state-finances,taxes"	allan-fung	"mayor, city of Cranston, R.I."	Rhode Island	republican	2	2	0	2	1	a TV commercial
6590.json	FALSE	Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.	jobs	paul-ryan	U.S. Representative	Wisconsin	republican	19	6	16	14	2	a speech at the Republican National Convention in Tampa
4266.json	FALSE	"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute."	"cap-and-trade,climate-change,energy,environment"	tim-pawlenty			republican	2	3	3	6	1	an interview with the 'Miami Herald.'
10383.json	TRUE	Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.	"economy,jobs"	mark-drewniak	Spokesman for N.J. Governor Chris Christie	New Jersey	republican	0	0	0	0	0	in a press interview
13278.json	FALSE	State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.	ethics	mike-pence	Governor	Indiana	republican	8	10	12	5	0	an interview on NBC's "Meet the Press"
10630.json	FALSE	Beer drinking is not allowed in any Illinois state parks.	state-budget	howard-marklein	State Senator	Wisconsin	republican	0	1	0	0	0	a budget hearing
7006.json	FALSE	Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.	"candidates-biography,federal-budget,medicare"	tammy-baldwin	U.S. Representative	Wisconsin	democrat	5	5	7	4	0	a debate
6679.json	FALSE	"On new dollar coins, In God We Trust is gone!"	patriotism	chain-email			none	11	43	8	5	105	a chain email
12239.json	mostly-true	I remain one of the poorer members of the United States Senate.	candidates-biography	bernie-s	U.S. Senator	Vermont	independent	18	12	22	41	0	the Brooklyn presidential debate
7194.json	FALSE	[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.	"economy,tourism"	zell-miller		Georgia	none	0	1	0	2	0	an op-ed
128.json	TRUE	What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.	taxes	john-edwards	former senator	North Carolina	democrat	0	2	4	4	1	"Davenport, Iowa"
1255.json	TRUE	"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies."	"gays-and-lesbians,military"	carl-levin			democrat	0	0	0	0	0	an appearance on 'Meet the Press'
6009.json	TRUE	The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.	"deficit,economy"	rodney-frelinghuysen			republican	1	0	0	1	0	an e-mail newsletter
4257.json	FALSE	"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide."	jobs	georgia-department-transportation			none	0	1	0	0	0	a press release
12723.json	FALSE	Says Hillary Clinton is proposing destroying Medicare for seniors.	"health-care,medicare"	donald-trump-jr			republican	0	1	0	0	1	a speech at the Republican National Convention in Cleveland
12215.json	FALSE	On supporting winner of Democratic primary with her superdelegate vote.	"elections,states"	martha-laning			democrat	0	0	0	0	0	an interview
8457.json	mostly-true	The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.	"health-care,pundits"	lawrence-odonnell			none	2	2	0	3	0	'The Last Word with Lawrence O'Donnell"
7842.json	FALSE	A bill to advance the Keystone XL Pipeline is an earmark under House rules.	"climate-change,congressional-rules,environment,federal-budget,infrastructure"	alan-grayson	U.S. House of Representatives	Florida	democrat	6	5	4	11	1	a news release
9887.json	mostly-true	Says Rick Scott thinks employers should be able to deny women coverage for birth control.	"abortion,government-regulation,health-care,supreme-court,women"	charlie-crist		Florida	democrat	15	9	20	19	2	a TV ad
4525.json	FALSE	Florida is the first state requiring drug testing to receive welfare!	"drugs,poverty"	chain-email			none	11	43	8	5	105	a chain e-mail
12971.json	FALSE	Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.	"small-business,taxes"	donald-trump	President-Elect	New York	republican	63	114	51	37	61	"a speech in Manchester, N.H."
10584.json	FALSE	"A lot of people who go into prison straight, and when they come out theyre gay."	"criminal-justice,sexuality"	ben-carson			republican	7	12	3	2	4	an interview on CNN
12990.json	TRUE	"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans."	education	colorado-democratic-party		Colorado 	democrat	0	0	0	0	0	a news release 
2765.json	FALSE	The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.	foreign-policy	michele-bachmann	Congresswoman	Minnesota	republican	8	22	6	4	16	a CNN interview
10666.json	TRUE	White people control almost 90 percent of the nations wealth.	"income,population,wealth"	starbucks			none	0	0	0	0	0	a newspaper advertisement
7246.json	FALSE	200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.	"consumer-safety,legal-issues"	vince-megna	Attorney in private practice	Wisconsin	none	0	1	0	0	0	a statement on campaign website
7725.json	FALSE	"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data."	"children,public-health"	oregon-health-authority			none	0	1	0	0	0	a draft report
9742.json	mostly-true	"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer."	"candidates-biography,crime,criminal-justice,legal-issues"	wendy-davis	state senator	Texas	democrat	5	1	8	12	1	a TV ad
10975.json	mostly-true	"The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty."	"diversity,history,states"	james-clyburn	U.S. Representative	South Carolina	democrat	1	1	0	1	0	comments on NBC's "Meet the Press"
8618.json	mostly-true	The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.	"economy,guns,sports"	robin-vos	Wisconsin Assembly speaker	Wisconsin	republican	0	3	2	5	1	a Facebook post
3295.json	mostly-true	Weve now gained private sector jobs 12 months in a row.	"economy,job-accomplishments,jobs"	tim-kaine	U.S. Senator	Virginia	democrat	8	3	15	15	0	a speech at the Jefferson-Jackson dinner.
332.json	mostly-true	George Bush sent people to war without body armor.	iraq	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	a debate in Los Angeles
6285.json	mostly-true	"Says Jeff Brandes voted to allow state-run Citizens Property Insurance to dump policies onto out-of-state, unregulated private companies."	housing	committee-protect-florida		Florida	none	0	1	1	2	0	a mailer
4052.json	mostly-true	"From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster."	"families,income,labor,workers"	united-fair-economy	Liberal advocacy group	Massachusetts	none	0	0	0	1	0	a chart
10619.json	FALSE	Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.	"congress,foreign-policy"	rush-limbaugh	Radio host		none	9	11	5	2	10	a broadcast of "The Rush Limbaugh Show"
6159.json	mostly-true	"The DREAM Act was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics."	immigration	barack-obama	President	Illinois	democrat	70	71	160	163	9	a speech in Orlando
11081.json	FALSE	"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas."	"legal-issues,religion"	chain-email			none	11	43	8	5	105	a chain email
10620.json	mostly-true	"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color."	"children,diversity,education"	erika-sanzi	Homemaker	Rhode Island	activist	0	0	0	1	0	a newspaper commentary
1062.json	FALSE	"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq."	"military,pundits"	keith-olbermann	Political commentator		none	0	2	3	2	0	his MSNBC "Countdown" program
5377.json	mostly-true	"Says the federal government could save $175,587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail."	"drugs,federal-budget,health-care,sexuality"	mark-neumann	Developer and homebuilder	Wisconsin	republican	2	4	1	2	1	a news release
11151.json	FALSE	On the Cuba embargo.	"congress,florida,foreign-policy,trade"	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	a speech in Miami
11280.json	FALSE	Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.	"debt,education,federal-budget,taxes"	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	a speech
2880.json	mostly-true	Obamas position on nuclear arms is a march toward global zero.	"foreign-policy,nuclear"	jon-kyl	U.S. Senator	Arizona	republican	0	2	4	3	0	an interview on NBC's "Meet the Press"
2980.json	mostly-true	"Once people become citizens under the DREAM Act and turn 21, they can sponsor their illegal immigrant parents for legalization."	immigration	lamar-smith	Congressman	Texas	republican	2	5	1	3	0	an op-ed
10553.json	FALSE	Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.	"labor,workers"	wisconsin-contractor-coalition		Wisconsin	organization	0	1	0	0	0	a website claim
3299.json	FALSE	"When it comes to protesters in Madison, almost all are now from outside of Wisconsin."	"labor,state-budget"	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a secretly-recorded prank telephone call
6064.json	TRUE	Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.	"bipartisanship,candidates-biography"	paul-sadler	Lawyer	Texas	democrat	1	0	1	2	1	remarks to Hispanic Caucus at Texas Democratic Party convention in Houston.
4865.json	mostly-true	President Obamas recent plan to cut $100 million of waste within his administration wont actually save money because hes going to spend it elsewhere.	"deficit,federal-budget"	jim-jordan	U.S. representative	Ohio	republican	1	0	3	3	0	a newspaper column
4352.json	TRUE	The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.	"deficit,federal-budget"	bobby-scott	U.S. Congressman	Virginia	democrat	1	2	1	5	0	a news release.
108.json	FALSE	"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding."	education	john-edwards	former senator	North Carolina	democrat	0	2	4	4	1	"Des Moines, Iowa."
6722.json	mostly-true	"Based on the August 2012 national jobs numbers, for every person who got a job, nearly four people stopped looking for a job."	jobs	paul-ryan	U.S. Representative	Wisconsin	republican	19	6	16	14	2	a television interview
8918.json	FALSE	On repealing the 17th Amendment	"debates,elections,states"	dan-patrick	Lieutenant governor-elect	Texas	republican	4	4	3	4	4	a debate
10256.json	mostly-true	"On immigration, what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did."	immigration	rachel-maddow	MSNBC host		none	6	6	4	6	1	a broadcast of MSNBC's "The Rachel Maddow Show"
2126.json	mostly-true	Shirley Sherrod was forced to resign before anybody on Fox said a word about this.	"agriculture,diversity,pundits,abc-news-week"	stephen-hayes	Senior writer for the Weekly Standard		none	2	0	1	1	0	a roundtable discussion on ABC's "This Week"
2115.json	TRUE	Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.	"bush-administration,economy"	sherrod-brown	U.S. Senator	Ohio	democrat	3	4	5	8	1	an interview with Rachel Maddow 
3539.json	TRUE	A government shutdown could disrupt ... veterans benefits.	"federal-budget,government-efficiency,military,veterans"	debbie-stabenow	U.S. Senator	Michigan	democrat	0	0	0	0	0	a news release
4542.json	TRUE	"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law."	health-care	helen-glover	"talk show host, WHJJ"	Rhode Island	talk-show-host	1	1	0	0	0	a radio talk show
7302.json	TRUE	Says state workers have not had across-the-board raises in six years.	state-budget	michelle-rehwinkel-vasilinda	State representative	Florida	democrat	0	0	0	0	0	a newspaper interview
341.json	TRUE	"When I was in college, we used to take a popcorn popper . . . and we would fry squirrel."	candidates-biography	mike-huckabee	author	Arkansas	republican	12	5	9	3	4	an interview on MSNBC's Morning Joe.
6152.json	TRUE	"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987."	"deficit,taxes"	gerry-connolly	U.S. Representative	Virginia	democrat	1	0	4	1	0	a floor speech.
10875.json	TRUE	"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery."	health-care	sarah-silverman	Comedian		democrat	0	0	1	0	0	a social media post
1143.json	TRUE	Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.	health-care	j-james-rohack	president of the American Medical Association	Texas	none	0	0	0	0	0	Fox News Sunday
5774.json	TRUE	"If youre earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax."	"income,taxes,transportation"	john-wisniewski	State Assemblyman	New Jersey	democrat	2	2	0	1	0	a video press release
5532.json	TRUE	"There are 850,000 Ohio jobs tied to the auto industry."	"economy,elections,jobs"	ohio-democratic-party		Ohio	democrat	4	1	2	2	2	a news release
3390.json	mostly-true	"Since 1999, all Virginia Lottery profits have been used for public education in the Commonwealth for kindergarten through 12th grade."	"education,state-budget"	virginia-lottery			none	0	0	0	1	0	a website
3536.json	mostly-true	Says House Republicans rejected a straightforward measure that would prevent members of Congress and the president from being paid during a government shutdown.	"ethics,federal-budget,voting-record,workers"	barbara-boxer	U.S. Senator	California	democrat	2	0	3	4	1	a press release
4757.json	FALSE	"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term."	elections	john-wisniewski	State Assemblyman	New Jersey	democrat	2	2	0	1	0	a memo on behalf of the New Jersey Democratic State Committee
4772.json	FALSE	Sixty-percent of the state retirees...dont get Social Security.	"corrections-and-updates,labor,public-service,retirement,social-security,state-finances,workers"	kathleen-connell	"Senior state director, Rhode Island AARP"	Rhode Island	democrat	0	1	0	0	0	a hearing
